,Entry Number,File Name,SMILES,Ered,HOMO,Gsol,Absorption Wavelength
679,679,BTZ-Neutral-wb97xd-1679,COc1c(C)c(SC(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.05385213,-8.9216148,-0.53707098,314.95
786,786,BTZ-Neutral-wb97xd-1786,COc1c(C#N)c(OC(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.33939387,-8.8037955,-0.5202552,337.47
336,336,BTZ-Neutral-wb97xd-1336,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.27014442,-8.0476296,-0.64286346,383.16
368,368,BTZ-Neutral-wb97xd-1368,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(OC)c2nsnc12,1.92621002,-7.6139022,-0.68125677,388.85
535,535,BTZ-Neutral-wb97xd-1490,CC(=O)N(c1c(C)c(N(C)C)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,1.98604481,-7.8634179,-0.59655204,379.02
1294,1294,BTZ-Neutral-wb97xd-887,CCOCN(C(C)=O)c1c(C#N)c(C)c(SC(F)(F)F)c2nsnc12,2.41609886,-9.0960309,-0.78100863,330.05
198,198,BTZ-Neutral-wb97xd-1198,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c([N+](=O)[O-])c2nsnc12,2.54787689,-8.6682897,-0.82748331,360.69
186,186,BTZ-Neutral-wb97xd-1186,CCOCN(C(C)=O)c1c(SC)c(OC)c(N(C)C)c2nsnc12,1.76175278,-7.4792127,-0.71219454,422.3
584,584,BTZ-Neutral-wb97xd-1584,CC(=O)N(c1c(C(F)(F)F)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.49288548,-8.0927982,-0.75505029,427.28
1197,1197,BTZ-Neutral-wb97xd-789,CCOCN(C(C)=O)c1c(C)c(N(C)C)c(Br)c2nsnc12,1.8464303,-7.7137629,-0.76653291,381.89
613,613,BTZ-Neutral-wb97xd-1613,CC(=O)N(c1c(C#N)c(C#N)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.94506126,-9.8233542,-0.53015964,312.24
435,435,BTZ-Neutral-wb97xd-1435,CC(=O)N(c1c(C)c(C#N)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.49340247,-9.3311253,-0.49432407,314.56
321,321,BTZ-Neutral-wb97xd-1321,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(C)c2nsnc12,1.63933499,-7.5836991,-0.6761685,371.15
827,827,BTZ-Neutral-wb97xd-1827,CC(=O)N(c1c(OC(F)(F)F)c(SC(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.23841756,-9.2225574,-0.40235427,306.81
194,194,BTZ-Neutral-wb97xd-1194,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(SC)c2nsnc12,2.12013569,-8.3678913,-0.73584003,361.74
181,181,BTZ-Neutral-wb97xd-1181,CCOCN(C(C)=O)c1c(SC)c(OC)c(OC)c2nsnc12,1.8766334,-8.2661259,-0.72873822,347.24
825,825,BTZ-Neutral-wb97xd-1825,CSc1c(OC(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1[N+](=O)[O-],2.56711436,-9.0595695,-0.50327616,325.35
190,190,BTZ-Neutral-wb97xd-1190,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(C(F)(F)F)c2nsnc12,2.33697218,-8.6116929,-0.71023542,342.08
101,101,BTZ-Neutral-wb97xd-1101,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(OC(F)(F)F)c(C)c2nsnc12,2.11629908,-8.8176726,-0.61383039,320.39
1191,1191,BTZ-Neutral-wb97xd-783,CCOCN(C(C)=O)c1c(C)c(N(C)C)c(C(F)(F)F)c2nsnc12,1.99311941,-8.021508,-0.74008479,384.47
541,541,BTZ-Neutral-wb97xd-1541,CC(=O)N(c1c(C(F)(F)F)c(OC(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.38434479,-9.2522163,-0.4995756,316.1
1113,1113,BTZ-Neutral-wb97xd-705,CCOCN(C(C)=O)c1c(C)c(C)c(C)c2nsnc12,1.68412265,-8.2832682,-0.68180097,335.04
731,731,BTZ-Neutral-wb97xd-1731,COc1c(SC)c(OC)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.02264226,-8.0111682,-0.61524531,369.03
904,904,BTZ-Neutral-wb97xd-1904,CSc1c(SC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C,2.05934855,-8.2277598,-0.48501825,343.6
703,703,BTZ-Neutral-wb97xd-1703,COc1c(C#N)c(N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.04421979,-7.8253239,-0.6954876,397.61
893,893,BTZ-Neutral-wb97xd-1893,CSc1c(OC(F)(F)F)c(C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.12691098,-8.6054346,-0.52874472,329.92
88,88,BTZ-Neutral-wb97xd-1088,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(C#N)c([N+](=O)[O-])c2nsnc12,3.10995386,-9.229632,-0.81510276,355.99
460,460,BTZ-Neutral-wb97xd-1505,CC(=O)N(c1c(C(F)(F)F)c(C)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.14511447,-7.5826107,-0.58632108,441.83
571,571,BTZ-Neutral-wb97xd-1571,CC(=O)N(c1c(C(F)(F)F)c(SC(F)(F)F)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.2611107,-7.9121238,-0.55413165,409.99
480,480,BTZ-Neutral-wb97xd-1525,CC(=O)N(c1c(C(F)(F)F)c(C#N)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.87521319,-9.9022632,-0.44594469,307.48
952,952,BTZ-Neutral-wb97xd-1952,CC(=O)N(c1c(SC(F)(F)F)c(C(F)(F)F)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.67247148,-9.7379148,-0.48692295,297.18
730,730,BTZ-Neutral-wb97xd-1730,COc1c(SC)c(C#N)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.47489967,-8.726247,-0.69717462,363.43
270,270,BTZ-Neutral-wb97xd-1270,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(OC(F)(F)F)c2nsnc12,2.20337108,-8.9648787,-0.72691515,320.08
547,547,BTZ-Neutral-wb97xd-1547,CC(=O)N(c1c(C(F)(F)F)c(OC(F)(F)F)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.81140574,-9.7370985,-0.42782283,301.3
311,311,BTZ-Neutral-wb97xd-1311,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(N(C)C)c(C(F)(F)F)c2nsnc12,2.25256676,-8.1151104,-0.68109351,383.39
1174,1174,BTZ-Neutral-wb97xd-766,CCOCN(C(C)=O)c1c(C)c(SC)c(SC(F)(F)F)c2nsnc12,2.06544359,-8.3428581,-0.77670945,356.03
597,597,BTZ-Neutral-wb97xd-1597,CC(=O)N(c1c(C#N)c(C(F)(F)F)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.92147019,-9.8747811,-0.4633863,300.61
1013,1013,BTZ-Neutral-wb97xd-2013,CC(=O)N(c1c(SC(F)(F)F)c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.5457273,-9.2845962,-0.68892999,316.77
201,201,BTZ-Neutral-wb97xd-1201,CCOCN(C(C)=O)c1c(SC)c(SC)c(C(F)(F)F)c2nsnc12,2.3258705,-8.2487115,-0.69200472,372.76
169,169,BTZ-Neutral-wb97xd-1169,CCOCN(C(C)=O)c1c(SC)c(C#N)c(C#N)c2nsnc12,2.797964,-8.8402569,-0.83191854,365.58
167,167,BTZ-Neutral-wb97xd-1167,CCOCN(C(C)=O)c1c(SC)c(C#N)c(C)c2nsnc12,2.14778105,-8.5387701,-0.83730612,334.05
628,628,BTZ-Neutral-wb97xd-1628,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1S(=O)(=O)N(C)C,2.74308143,-9.1314039,-0.8527614,319.43
1149,1149,BTZ-Neutral-wb97xd-741,CCOCN(C(C)=O)c1c(C)c(OC)c(OC)c2nsnc12,1.76376632,-8.2631328,-0.74849268,342.53
1073,1073,BTZ-Neutral-wb97xd-2073,CC(=O)N(c1c(N(C)C)c(OC(F)(F)F)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.15129114,-7.9284498,-0.42681606,387.24
309,309,BTZ-Neutral-wb97xd-1309,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,2.50983731,-8.8797114,-0.95131602,349.73
1216,1216,BTZ-Neutral-wb97xd-808,CCOCN(C(C)=O)c1c(C(F)(F)F)c(C(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.45174396,-9.308541,-0.64593819,302.21
725,725,BTZ-Neutral-wb97xd-1725,COc1c(OC(F)(F)F)c(N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,1.85339606,-7.6212489,-0.47930415,407.69
931,931,BTZ-Neutral-wb97xd-1931,CSc1c(N(C)C)c(SC)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.08089887,-7.6669617,-0.6636519,420.77
301,301,BTZ-Neutral-wb97xd-1301,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(C#N)c2nsnc12,2.86103678,-9.0263733,-0.60346338,361.21
1102,1102,BTZ-Neutral-wb97xd-2102,CC(=O)N(c1c(N(C)C)c(N(C)C)c(C)c2nsnc12)C(F)(F)C(F)(F)F,1.67353796,-7.4043852,-0.59013048,381.23
120,120,BTZ-Neutral-wb97xd-1120,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(SC)c(N(C)C)c2nsnc12,1.95733826,-7.4710497,-0.76092765,432.35
1125,1125,BTZ-Neutral-wb97xd-717,CCOCN(C(C)=O)c1c(C)c(C(F)(F)F)c(C(F)(F)F)c2nsnc12,2.37473966,-9.0212034,-0.72256155,320.44
1209,1209,BTZ-Neutral-wb97xd-801,CCOCN(C(C)=O)c1c(C(F)(F)F)c(C)c(N(C)C)c2nsnc12,2.01671048,-7.7200212,-0.69121563,414.72
80,80,BTZ-Neutral-wb97xd-1080,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(C#N)c(C(F)(F)F)c2nsnc12,2.7166061,-9.2445975,-0.68969187,333.81
94,94,BTZ-Neutral-wb97xd-1094,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(OC)c(OC(F)(F)F)c2nsnc12,2.21196944,-9.0124962,-0.65986971,312.8
372,372,BTZ-Neutral-wb97xd-1372,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(Br)c2nsnc12,2.06971556,-7.7173002,-0.74860152,406.41
670,670,BTZ-Neutral-wb97xd-1670,CC(=O)N(c1c(C#N)c(N(C)C)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.27324636,-7.3537746,-0.60063354,487.49
778,778,BTZ-Neutral-wb97xd-1778,CC(=O)N(c1c(OC(F)(F)F)c(C(F)(F)F)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.70523232,-9.5898924,-0.32948589,315.45
925,925,BTZ-Neutral-wb97xd-1925,CSc1c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.56066559,-8.5608102,-0.82914312,363.87
65,65,BTZ-Neutral-wb97xd-1065,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(C)c(N(C)C)c2nsnc12,1.86319166,-7.6149906,-0.63992478,410.58
1387,1387,BTZ-Neutral-wb97xd-980,CCOCN(C(C)=O)c1c(OC)c(C(F)(F)F)c(C)c2nsnc12,1.90591136,-8.4631263,-0.68863068,333.75
820,820,BTZ-Neutral-wb97xd-1820,CSc1c(OC(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC(F)(F)F,2.37259007,-8.7550896,-0.3550905,338.14
900,900,BTZ-Neutral-wb97xd-1900,CSc1c(OC(F)(F)F)c(Br)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.31985709,-8.6851599,-0.39478989,337.92
