,Entry Number,File Name,SMILES,Ered,HOMO,Gsol,Absorption Wavelength
791,791,BTZ-Neutral-wb97xd-1791,CC(=O)N(c1c(OC(F)(F)F)c(C#N)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.11896566,-7.9385175,-0.5975316,392.35
940,940,BTZ-Neutral-wb97xd-1940,COc1c(C)c(SC(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.18897699,-8.4636705,-0.40254474,359.2
301,301,BTZ-Neutral-wb97xd-1301,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(C#N)c2nsnc12,2.86103678,-9.0263733,-0.60346338,361.21
60,60,BTZ-Neutral-wb97xd-1060,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(C)c(OC)c2nsnc12,1.91048264,-8.2302087,-0.6247416,360.47
1135,1135,BTZ-Neutral-wb97xd-727,CCOCN(C(C)=O)c1c(C)c(C#N)c(C)c2nsnc12,1.97973209,-8.6835273,-0.84176856,328.14
65,65,BTZ-Neutral-wb97xd-1065,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(C)c(N(C)C)c2nsnc12,1.86319166,-7.6149906,-0.63992478,410.58
190,190,BTZ-Neutral-wb97xd-1190,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(C(F)(F)F)c2nsnc12,2.33697218,-8.6116929,-0.71023542,342.08
1250,1250,BTZ-Neutral-wb97xd-842,CCOCN(C(C)=O)c1c(C(F)(F)F)c(OC(F)(F)F)c(SC)c2nsnc12,2.34908063,-8.6076114,-0.59385825,358.81
1209,1209,BTZ-Neutral-wb97xd-801,CCOCN(C(C)=O)c1c(C(F)(F)F)c(C)c(N(C)C)c2nsnc12,2.01671048,-7.7200212,-0.69121563,414.72
821,821,BTZ-Neutral-wb97xd-1821,CSc1c(OC(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC,2.261927,-8.3542863,-0.45854292,371.93
1076,1076,BTZ-Neutral-wb97xd-2076,CC(=O)N(c1c(N(C)C)c(OC(F)(F)F)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.15384888,-7.9221915,-0.55987296,392.48
711,711,BTZ-Neutral-wb97xd-1711,COc1c(OC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC,1.97926952,-8.2209573,-0.58422591,360.82
1073,1073,BTZ-Neutral-wb97xd-2073,CC(=O)N(c1c(N(C)C)c(OC(F)(F)F)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.15129114,-7.9284498,-0.42681606,387.24
941,941,BTZ-Neutral-wb97xd-1941,CC(=O)N(c1c(SC(F)(F)F)c(C)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.40282038,-9.2913987,-0.34888662,312.17
309,309,BTZ-Neutral-wb97xd-1309,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,2.50983731,-8.8797114,-0.95131602,349.73
1330,1330,BTZ-Neutral-wb97xd-923,CCOCN(C(C)=O)c1c(C#N)c(OC)c([N+](=O)[O-])c2nsnc12,2.64664919,-9.1575255,-0.77572989,345.31
298,298,BTZ-Neutral-wb97xd-1298,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c(S(=O)(=O)N(C)C)c2nsnc12,2.35400564,-8.4707451,-0.90897726,361.01
311,311,BTZ-Neutral-wb97xd-1311,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(N(C)C)c(C(F)(F)F)c2nsnc12,2.25256676,-8.1151104,-0.68109351,383.39
223,223,BTZ-Neutral-wb97xd-1223,CCOCN(C(C)=O)c1c(SC)c(N(C)C)c(C(F)(F)F)c2nsnc12,2.12440766,-8.067765,-0.79295382,393.69
1133,1133,BTZ-Neutral-wb97xd-725,CCOCN(C(C)=O)c1c(C)c(C(F)(F)F)c([N+](=O)[O-])c2nsnc12,2.5506251,-9.1488183,-0.71129661,323.7
1358,1358,BTZ-Neutral-wb97xd-951,CCOCN(C(C)=O)c1c(C#N)c(SC(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.7378299,-9.079977,-0.61913634,341.57
255,255,BTZ-Neutral-wb97xd-1255,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C#N)c(C)c2nsnc12,2.34372026,-9.0715419,-0.80389224,317.19
671,671,BTZ-Neutral-wb97xd-1671,CC(=O)N(c1c(C#N)c(N(C)C)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,2.70876962,-8.2849008,-0.66204651,433.4
640,640,BTZ-Neutral-wb97xd-1640,CSc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C,2.38780046,-8.7148188,-0.48512709,332.07
1352,1352,BTZ-Neutral-wb97xd-945,CCOCN(C(C)=O)c1c(C#N)c(SC)c([N+](=O)[O-])c2nsnc12,2.72221136,-9.093582,-0.79104912,329.61
1074,1074,BTZ-Neutral-wb97xd-2074,CSc1c(OC(F)(F)F)c(N(C)C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.23819988,-8.1020496,-0.56975019,386.96
56,56,BTZ-Neutral-wb97xd-1056,CCOCN(C(C)=O)c1c(OC)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12,2.046968,-8.0288547,-1.00290618,393.41
330,330,BTZ-Neutral-wb97xd-1330,CCOCN(C(C)=O)c1c(N(C)C)c(C)c([N+](=O)[O-])c2nsnc12,2.20320782,-7.8087258,-0.78400173,416.8
90,90,BTZ-Neutral-wb97xd-1090,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(OC)c(C)c2nsnc12,1.91861843,-8.4799965,-0.64490421,330.82
215,215,BTZ-Neutral-wb97xd-1215,CCOCN(C(C)=O)c1c(SC)c(SC(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.35792388,-8.3956455,-0.70931028,355.41
1317,1317,BTZ-Neutral-wb97xd-910,CCOCN(C(C)=O)c1c(C#N)c(C#N)c(Br)c2nsnc12,2.64471728,-9.2114013,-0.88070607,337.71
520,520,BTZ-Neutral-wb97xd-1475,CC(=O)N(c1c(C)c(SC(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.10179615,-8.905833,-0.51818724,316.18
375,375,BTZ-Neutral-wb97xd-1375,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,2.14454306,-8.0239569,-1.02750402,381.45
81,81,BTZ-Neutral-wb97xd-1081,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(C#N)c(C#N)c2nsnc12,2.95888394,-9.0783444,-0.80318478,361.5
670,670,BTZ-Neutral-wb97xd-1670,CC(=O)N(c1c(C#N)c(N(C)C)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.27324636,-7.3537746,-0.60063354,487.49
464,464,BTZ-Neutral-wb97xd-1509,CC(=O)N(c1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.83374515,-9.9607647,-0.39062676,294.92
1004,1004,BTZ-Neutral-wb97xd-2004,CC(=O)N(c1c(SC(F)(F)F)c(SC(F)(F)F)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.80441277,-9.547989,-0.35500887,310.36
408,408,BTZ-Neutral-wb97xd-1408,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12,1.74588935,-7.5355374,-1.09188288,393.97
986,986,BTZ-Neutral-wb97xd-1986,CSc1c(OC(F)(F)F)c(SC(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.48425991,-8.6974044,-0.54539724,363.48
663,663,BTZ-Neutral-wb97xd-1663,CC(=O)N(c1c(C#N)c(N(C)C)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.59337201,-8.4604053,-0.53421393,401.78
1109,1109,BTZ-Neutral-wb97xd-2109,CC(=O)N(c1c(N(C)C)c(N(C)C)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,1.921802,-7.5475098,-0.5763078,387.22
1180,1180,BTZ-Neutral-wb97xd-772,CCOCN(C(C)=O)c1c(C)c(SC(F)(F)F)c(C(F)(F)F)c2nsnc12,2.35011461,-8.9953539,-0.62846937,330.02
480,480,BTZ-Neutral-wb97xd-1525,CC(=O)N(c1c(C(F)(F)F)c(C#N)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.87521319,-9.9022632,-0.44594469,307.48
839,839,BTZ-Neutral-wb97xd-1839,CC(=O)N(c1c(OC(F)(F)F)c(N(C)C)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.34810107,-8.1205524,-0.48564408,388.61
820,820,BTZ-Neutral-wb97xd-1820,CSc1c(OC(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC(F)(F)F,2.37259007,-8.7550896,-0.3550905,338.14
73,73,BTZ-Neutral-wb97xd-1073,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(C(F)(F)F)c(SC)c2nsnc12,2.36780111,-8.6125092,-0.68751507,373.05
386,386,BTZ-Neutral-wb97xd-1386,CCOCN(C(C)=O)c1c(N(C)C)c(SC)c(S(=O)(=O)N(C)C)c2nsnc12,1.98694274,-7.8021954,-1.07566572,400.36
177,177,BTZ-Neutral-wb97xd-1177,CCOCN(C(C)=O)c1c(SC)c(C#N)c(S(=O)(=O)N(C)C)c2nsnc12,2.58194381,-8.587476,-1.05974787,365.62
682,682,BTZ-Neutral-wb97xd-1682,COc1c(C)c([N+](=O)[O-])c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.47215146,-9.2054151,-0.65706708,328.9
1165,1165,BTZ-Neutral-wb97xd-757,CCOCN(C(C)=O)c1c(C)c(OC(F)(F)F)c(N(C)C)c2nsnc12,1.84953224,-7.6628802,-0.67518894,404.56
111,111,BTZ-Neutral-wb97xd-1111,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(OC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,2.37724298,-8.9773953,-0.92688144,325.91
699,699,BTZ-Neutral-wb97xd-1699,COc1c(C#N)c(OC(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.57595761,-9.2954802,-0.57709689,320.06
87,87,BTZ-Neutral-wb97xd-1087,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(C#N)c(N(C)C)c2nsnc12,2.16552197,-7.7431497,-0.82016382,408.98
1339,1339,BTZ-Neutral-wb97xd-932,CCOCN(C(C)=O)c1c(C#N)c(OC(F)(F)F)c(Br)c2nsnc12,2.55356378,-9.1229688,-0.72117384,331.21
680,680,BTZ-Neutral-wb97xd-1680,COc1c(C)c(Br)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.04337628,-8.7354984,-0.59146377,325.07
167,167,BTZ-Neutral-wb97xd-1167,CCOCN(C(C)=O)c1c(SC)c(C#N)c(C)c2nsnc12,2.14778105,-8.5387701,-0.83730612,334.05
1062,1062,BTZ-Neutral-wb97xd-2062,COc1c(N(C)C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC(F)(F)F,2.08092608,-8.1352458,-0.59410314,369.81
267,267,BTZ-Neutral-wb97xd-1267,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(C(F)(F)F)c2nsnc12,2.3892698,-9.0097752,-0.74996202,321.24
119,119,BTZ-Neutral-wb97xd-1119,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(SC)c(Br)c2nsnc12,2.14462469,-8.6266584,-0.70362339,336.48
1220,1220,BTZ-Neutral-wb97xd-812,CCOCN(C(C)=O)c1c(C(F)(F)F)c(C(F)(F)F)c(N(C)C)c2nsnc12,2.25000902,-7.8593364,-0.77009742,409.27
857,857,BTZ-Neutral-wb97xd-1857,CSc1c(C)c(N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,1.97219492,-7.414725,-0.63151689,439.89
195,195,BTZ-Neutral-wb97xd-1195,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(SC(F)(F)F)c2nsnc12,2.31890474,-8.6250258,-0.71203128,342.91
1102,1102,BTZ-Neutral-wb97xd-2102,CC(=O)N(c1c(N(C)C)c(N(C)C)c(C)c2nsnc12)C(F)(F)C(F)(F)F,1.67353796,-7.4043852,-0.59013048,381.23
1314,1314,BTZ-Neutral-wb97xd-907,CCOCN(C(C)=O)c1c(C#N)c(C#N)c(OC(F)(F)F)c2nsnc12,2.85227516,-9.3490839,-0.71586789,319.32
292,292,BTZ-Neutral-wb97xd-1292,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c(OC(F)(F)F)c2nsnc12,2.37386894,-8.4914247,-0.568689,349.11
859,859,BTZ-Neutral-wb97xd-1859,CSc1c(C)c(S(=O)(=O)N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.31972104,-8.5695174,-0.8930322,350.67
288,288,BTZ-Neutral-wb97xd-1288,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c(C)c2nsnc12,2.0643824,-8.3801358,-0.6745359,342.79
1148,1148,BTZ-Neutral-wb97xd-740,CCOCN(C(C)=O)c1c(C)c(OC)c(C#N)c2nsnc12,2.16680084,-8.8930443,-0.86389029,321.59
1385,1385,BTZ-Neutral-wb97xd-978,CCOCN(C(C)=O)c1c(OC)c(C)c([N+](=O)[O-])c2nsnc12,2.34472703,-8.560266,-0.70215405,339.44
636,636,BTZ-Neutral-wb97xd-1636,CC(=O)N(c1c(C#N)c(OC(F)(F)F)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.71192598,-9.4247277,-0.41941494,318.77
1113,1113,BTZ-Neutral-wb97xd-705,CCOCN(C(C)=O)c1c(C)c(C)c(C)c2nsnc12,1.68412265,-8.2832682,-0.68180097,335.04
443,443,BTZ-Neutral-wb97xd-1443,COc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C(F)(F)F,2.01915938,-9.1716747,-0.59331405,299.14
1373,1373,BTZ-Neutral-wb97xd-966,CCOCN(C(C)=O)c1c(C#N)c(N(C)C)c(N(C)C)c2nsnc12,2.13910106,-7.3072455,-0.86013531,479.2
248,248,BTZ-Neutral-wb97xd-1248,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.55481544,-9.1637838,-0.52572441,310.99
827,827,BTZ-Neutral-wb97xd-1827,CC(=O)N(c1c(OC(F)(F)F)c(SC(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.23841756,-9.2225574,-0.40235427,306.81
498,498,BTZ-Neutral-wb97xd-1453,CC(=O)N(c1c(C)c(OC(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,1.95820898,-8.9039283,-0.42491136,311.42
452,452,BTZ-Neutral-wb97xd-1497,CC(=O)N(c1c(C(F)(F)F)c(C)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.11730585,-8.7994419,-0.43043499,329.9
952,952,BTZ-Neutral-wb97xd-1952,CC(=O)N(c1c(SC(F)(F)F)c(C(F)(F)F)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.67247148,-9.7379148,-0.48692295,297.18
335,335,BTZ-Neutral-wb97xd-1335,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c(OC)c2nsnc12,2.02745843,-7.9439595,-0.64253694,368.5
572,572,BTZ-Neutral-wb97xd-1572,CC(=O)N(c1c(C(F)(F)F)c(SC(F)(F)F)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,2.90645027,-9.8913792,-0.4451556,312.96
700,700,BTZ-Neutral-wb97xd-1700,COc1c(C#N)c(SC)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.41364996,-8.4944178,-0.54885291,379.91
804,804,BTZ-Neutral-wb97xd-1804,COc1c(OC(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1S(=O)(=O)N(C)C,2.33765243,-9.0813375,-0.69399105,303.55
755,755,BTZ-Neutral-wb97xd-1755,COc1c(N(C)C)c(SC)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,1.90368014,-7.7624688,-0.63674121,388.78
368,368,BTZ-Neutral-wb97xd-1368,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(OC)c2nsnc12,1.92621002,-7.6139022,-0.68125677,388.85
885,885,BTZ-Neutral-wb97xd-1885,COc1c(SC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC,2.0616614,-8.269119,-0.62509533,361.17
525,525,BTZ-Neutral-wb97xd-1480,CSc1c(SC(F)(F)F)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.183018,-8.3393208,-0.4794402,382.55
91,91,BTZ-Neutral-wb97xd-1091,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(OC)c(C(F)(F)F)c2nsnc12,2.24930156,-8.9939934,-0.57660711,318.13
904,904,BTZ-Neutral-wb97xd-1904,CSc1c(SC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C,2.05934855,-8.2277598,-0.48501825,343.6
159,159,BTZ-Neutral-wb97xd-1159,CCOCN(C(C)=O)c1c(SC)c(C(F)(F)F)c(OC)c2nsnc12,2.11142849,-8.4361884,-0.64550283,340.26
503,503,BTZ-Neutral-wb97xd-1458,CSc1c(OC(F)(F)F)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.07638201,-8.4819012,-0.47067858,350.53
341,341,BTZ-Neutral-wb97xd-1341,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c([N+](=O)[O-])c2nsnc12,2.57035235,-8.1480345,-0.75869643,401.9
1146,1146,BTZ-Neutral-wb97xd-738,CCOCN(C(C)=O)c1c(C)c(OC)c(C)c2nsnc12,1.74485537,-8.3629935,-0.70234452,332.57
726,726,BTZ-Neutral-wb97xd-1726,COc1c(OC(F)(F)F)c([N+](=O)[O-])c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.73717686,-9.4660869,-0.5784846,326.86
807,807,BTZ-Neutral-wb97xd-1807,CC(=O)N(c1c(OC(F)(F)F)c(OC(F)(F)F)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.81535119,-9.640503,-0.45661101,313.06
280,280,BTZ-Neutral-wb97xd-1280,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC(F)(F)F)c(OC)c2nsnc12,2.21681282,-8.5923738,-0.69369174,346.27
620,620,BTZ-Neutral-wb97xd-1620,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C#N,2.88016541,-9.5093508,-0.70843956,327.24
634,634,BTZ-Neutral-wb97xd-1634,CSc1c(OC(F)(F)F)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.63503052,-8.7093768,-0.6024294,375.95
815,815,BTZ-Neutral-wb97xd-1815,CC(=O)N(c1c(OC(F)(F)F)c(OC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.59582091,-9.3066363,-0.79768836,310.01
487,487,BTZ-Neutral-wb97xd-1532,COc1c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C#N,2.58779396,-8.9705928,-0.56311095,333.7
632,632,BTZ-Neutral-wb97xd-1632,COc1c(OC(F)(F)F)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.5487204,-8.7273354,-0.59538201,360.54
1006,1006,BTZ-Neutral-wb97xd-2006,COc1c(SC(F)(F)F)c(SC(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.30766701,-8.6851599,-0.54784614,349.13
270,270,BTZ-Neutral-wb97xd-1270,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(OC(F)(F)F)c2nsnc12,2.20337108,-8.9648787,-0.72691515,320.08
906,906,BTZ-Neutral-wb97xd-1906,CSc1c(SC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C#N,2.62240508,-8.4761871,-0.75205719,398.74
589,589,BTZ-Neutral-wb97xd-1589,CC(=O)N(c1c(C#N)c(C)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.51263994,-9.3256833,-0.5899128,318.84
902,902,BTZ-Neutral-wb97xd-1902,CSc1c(OC(F)(F)F)c([N+](=O)[O-])c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.72463305,-8.9542668,-0.49048746,348.17
1218,1218,BTZ-Neutral-wb97xd-810,CCOCN(C(C)=O)c1c(C(F)(F)F)c(C(F)(F)F)c(SC(F)(F)F)c2nsnc12,2.63424143,-9.0895005,-0.56898831,331.44
1242,1242,BTZ-Neutral-wb97xd-834,CCOCN(C(C)=O)c1c(C(F)(F)F)c(OC)c(N(C)C)c2nsnc12,2.05042367,-7.3880592,-0.70073913,452.12
259,259,BTZ-Neutral-wb97xd-1259,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C#N)c(OC(F)(F)F)c2nsnc12,2.64381935,-9.2609235,-0.65480865,321.82
1051,1051,BTZ-Neutral-wb97xd-2051,CC(=O)N(c1c(N(C)C)c(C#N)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.55282911,-8.2234062,-0.59913699,406.82
446,446,BTZ-Neutral-wb97xd-1446,COc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC(F)(F)F,1.98065723,-8.9607972,-0.54675774,309.99
679,679,BTZ-Neutral-wb97xd-1679,COc1c(C)c(SC(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.05385213,-8.9216148,-0.53707098,314.95
126,126,BTZ-Neutral-wb97xd-1126,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(SC(F)(F)F)c(OC)c2nsnc12,2.15316863,-8.2968732,-0.63176178,366.18
336,336,BTZ-Neutral-wb97xd-1336,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.27014442,-8.0476296,-0.64286346,383.16
115,115,BTZ-Neutral-wb97xd-1115,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(SC)c(OC)c2nsnc12,2.04421979,-8.084091,-0.71257548,371.39
325,325,BTZ-Neutral-wb97xd-1325,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(OC(F)(F)F)c2nsnc12,1.80392828,-7.7009742,-0.78753903,379.27
535,535,BTZ-Neutral-wb97xd-1490,CC(=O)N(c1c(C)c(N(C)C)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,1.98604481,-7.8634179,-0.59655204,379.02
1038,1038,BTZ-Neutral-wb97xd-2038,CC(=O)N(c1c(N(C)C)c(C(F)(F)F)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.65497545,-8.2375554,-0.65698545,429.44
1163,1163,BTZ-Neutral-wb97xd-755,CCOCN(C(C)=O)c1c(C)c(OC(F)(F)F)c(SC(F)(F)F)c2nsnc12,2.20799678,-8.87046,-0.60468783,332.04
1125,1125,BTZ-Neutral-wb97xd-717,CCOCN(C(C)=O)c1c(C)c(C(F)(F)F)c(C(F)(F)F)c2nsnc12,2.37473966,-9.0212034,-0.72256155,320.44
1013,1013,BTZ-Neutral-wb97xd-2013,CC(=O)N(c1c(SC(F)(F)F)c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.5457273,-9.2845962,-0.68892999,316.77
186,186,BTZ-Neutral-wb97xd-1186,CCOCN(C(C)=O)c1c(SC)c(OC)c(N(C)C)c2nsnc12,1.76175278,-7.4792127,-0.71219454,422.3
584,584,BTZ-Neutral-wb97xd-1584,CC(=O)N(c1c(C(F)(F)F)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.49288548,-8.0927982,-0.75505029,427.28
435,435,BTZ-Neutral-wb97xd-1435,CC(=O)N(c1c(C)c(C#N)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.49340247,-9.3311253,-0.49432407,314.56
194,194,BTZ-Neutral-wb97xd-1194,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(SC)c2nsnc12,2.12013569,-8.3678913,-0.73584003,361.74
181,181,BTZ-Neutral-wb97xd-1181,CCOCN(C(C)=O)c1c(SC)c(OC)c(OC)c2nsnc12,1.8766334,-8.2661259,-0.72873822,347.24
825,825,BTZ-Neutral-wb97xd-1825,CSc1c(OC(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1[N+](=O)[O-],2.56711436,-9.0595695,-0.50327616,325.35
101,101,BTZ-Neutral-wb97xd-1101,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(OC(F)(F)F)c(C)c2nsnc12,2.11629908,-8.8176726,-0.61383039,320.39
541,541,BTZ-Neutral-wb97xd-1541,CC(=O)N(c1c(C(F)(F)F)c(OC(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.38434479,-9.2522163,-0.4995756,316.1
527,527,BTZ-Neutral-wb97xd-1482,CC(=O)N(c1c(C)c(SC(F)(F)F)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.34772013,-9.0497739,-0.56700198,323.29
703,703,BTZ-Neutral-wb97xd-1703,COc1c(C#N)c(N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.04421979,-7.8253239,-0.6954876,397.61
893,893,BTZ-Neutral-wb97xd-1893,CSc1c(OC(F)(F)F)c(C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.12691098,-8.6054346,-0.52874472,329.92
88,88,BTZ-Neutral-wb97xd-1088,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(C#N)c([N+](=O)[O-])c2nsnc12,3.10995386,-9.229632,-0.81510276,355.99
862,862,BTZ-Neutral-wb97xd-1862,CSc1c(C(F)(F)F)c(C#N)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.77986935,-8.8870581,-0.51494925,360.46
891,891,BTZ-Neutral-wb97xd-1891,COc1c(SC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1[N+](=O)[O-],2.44856039,-8.6204001,-0.57309702,349.39
579,579,BTZ-Neutral-wb97xd-1579,CSc1c(N(C)C)c(C(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.25180488,-8.1170151,-0.50411967,399.71
1281,1281,BTZ-Neutral-wb97xd-873,CCOCN(C(C)=O)c1c(C(F)(F)F)c(N(C)C)c(OC)c2nsnc12,1.99442549,-8.1355179,-0.76582545,350.68
730,730,BTZ-Neutral-wb97xd-1730,COc1c(SC)c(C#N)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.47489967,-8.726247,-0.69717462,363.43
547,547,BTZ-Neutral-wb97xd-1547,CC(=O)N(c1c(C(F)(F)F)c(OC(F)(F)F)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.81140574,-9.7370985,-0.42782283,301.3
